Booking_ID,Booking_Status,Booking_Value,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance(km),Ride_Time(min),Date,Time,Vehicle_Type,Vehicle_Image,Payment_Method,Customer_Rating,Driver_Rating,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Total_Bookings,Canceled_Bookings,Canceled_Percentage,V_TAT,C_TAT
RAP20250708342,Completed,239.73,CUST_9789,DR_901,Pune,Delhi,7.15,10,2025-07-07,17:08:00,Bike,rapido_auto.png,UPI,3.9,4.0,0.0,0.0,0.0,None,969.0,111.0,11.46,22.0,29.0
RAP20250708343,Completed,156.01,CUST_7855,DR_454,Bengaluru,Pune,2.53,22,2025-07-21,06:55:00,Bike,rapido_bike.png,Card,4.1,4.9,0.0,0.0,0.0,None,970.0,108.0,11.13,28.0,34.0
RAP20250708344,Completed,83.94,CUST_8835,DR_567,Chennai,Bengaluru,1.69,39,2025-07-29,13:37:00,Auto,rapido_bike.png,Cash,4.7,3.5,0.0,0.0,0.0,None,969.0,105.0,10.84,5.0,7.0
RAP20250708345,Incomplete,94.33,CUST_2126,DR_486,Bengaluru,Pune,6.35,52,2025-07-24,13:47:00,Bike,rapido_bike.png,UPI,4.9,3.8,0.0,0.0,1.0,Customer not found,922.0,108.0,11.71,29.0,26.0
RAP20250708346,Completed,245.74,CUST_7373,DR_616,Hyderabad,Hyderabad,14.84,13,2025-07-31,09:39:00,Bike,rapido_bike.png,Cash,4.2,3.8,0.0,0.0,0.0,None,966.0,106.0,10.97,18.0,36.0
RAP20250708347,Completed,165.44,CUST_4382,DR_526,Chennai,Hyderabad,19.87,35,2025-07-28,07:34:00,Auto,rapido_bike.png,Wallet,4.1,3.3,0.0,0.0,0.0,None,999.0,115.0,11.51,6.0,26.0
RAP20250708348,Completed,122.55,CUST_3128,DR_821,Pune,Delhi,7.28,31,2025-10-07,04:49:00,Bike,rapido_bike.png,Cash,4.5,3.3,0.0,0.0,0.0,None,953.0,113.0,11.86,8.0,30.0
RAP20250708349,Completed,139.97,CUST_4369,DR_524,Delhi,Bengaluru,5.77,10,2025-10-07,13:35:00,Auto,rapido_bike.png,Wallet,4.6,4.7,0.0,0.0,0.0,None,953.0,113.0,11.86,21.0,39.0
RAP20250708350,Completed,51.68,CUST_6075,DR_228,Bengaluru,Bengaluru,10.79,49,2025-09-07,07:05:00,Auto,rapido_auto.png,Wallet,3.9,3.8,0.0,0.0,0.0,None,986.0,119.0,12.07,7.0,16.0
RAP20250708351,Cancelled,46.51,CUST_8081,DR_887,Chennai,Pune,18.08,14,2025-06-07,07:35:00,Bike,rapido_auto.png,Wallet,4.5,4.2,1.0,0.0,0.0,None,987.0,120.0,12.16,13.0,36.0
RAP20250708352,Completed,160.4,CUST_8778,DR_172,Bengaluru,Delhi,6.62,42,2025-07-13,00:44:00,Bike,rapido_auto.png,UPI,3.4,3.3,0.0,0.0,0.0,None,972.0,114.0,11.73,29.0,20.0
RAP20250708353,Cancelled,142.64,CUST_3601,DR_343,Chennai,Chennai,16.48,21,2025-01-07,00:45:00,Bike,rapido_bike.png,UPI,3.8,3.8,1.0,0.0,0.0,None,979.0,112.0,11.44,22.0,26.0
RAP20250708354,Completed,109.01,CUST_6084,DR_659,Chennai,Bengaluru,12.77,9,2025-07-23,21:13:00,Auto,rapido_bike.png,UPI,4.5,4.6,0.0,0.0,0.0,None,952.0,96.0,10.08,15.0,25.0
RAP20250708355,Completed,154.55,CUST_4325,DR_111,Pune,Bengaluru,4.28,43,2025-07-17,07:35:00,Bike,rapido_bike.png,UPI,4.6,3.2,0.0,0.0,0.0,None,994.0,133.0,13.38,27.0,25.0
RAP20250708356,Completed,45.99,CUST_9232,DR_931,Bengaluru,Bengaluru,11.58,47,2025-07-18,06:53:00,Bike,rapido_bike.png,Wallet,4.2,4.7,0.0,0.0,0.0,None,977.0,117.0,11.98,10.0,32.0
RAP20250708357,Completed,237.68,CUST_8519,DR_433,Bengaluru,Delhi,8.19,34,2025-07-30,07:58:00,Auto,rapido_auto.png,UPI,3.8,4.6,0.0,0.0,0.0,None,950.0,103.0,10.84,7.0,17.0
RAP20250708358,Completed,94.62,CUST_5512,DR_692,Chennai,Hyderabad,14.64,25,2025-03-07,13:47:00,Bike,rapido_auto.png,Wallet,4.7,4.6,0.0,0.0,0.0,None,940.0,109.0,11.6,28.0,5.0
RAP20250708359,Completed,45.79,CUST_4304,DR_467,Hyderabad,Chennai,17.64,29,2025-11-07,14:47:00,Auto,rapido_bike.png,UPI,4.0,4.6,0.0,0.0,0.0,None,994.0,124.0,12.47,6.0,27.0
RAP20250708360,Completed,67.29,CUST_1121,DR_174,Delhi,Hyderabad,23.82,30,2025-07-23,06:44:00,Auto,rapido_auto.png,UPI,4.9,4.2,0.0,0.0,0.0,None,952.0,96.0,10.08,29.0,33.0
RAP20250708361,Completed,51.0,CUST_3337,DR_725,Delhi,Pune,17.01,16,2025-07-17,12:04:00,Bike,rapido_bike.png,UPI,4.8,3.6,0.0,0.0,0.0,None,994.0,133.0,13.38,13.0,30.0
RAP20250708362,Completed,69.29,CUST_8302,DR_899,Hyderabad,Bengaluru,3.86,19,2025-07-15,09:46:00,Bike,rapido_bike.png,UPI,3.3,4.9,0.0,0.0,0.0,None,958.0,109.0,11.38,29.0,27.0
RAP20250708363,Completed,121.69,CUST_2048,DR_942,Pune,Pune,15.52,45,2025-06-07,01:18:00,Auto,rapido_auto.png,Wallet,3.8,4.2,0.0,0.0,0.0,None,987.0,120.0,12.16,26.0,24.0
RAP20250708364,Completed,192.37,CUST_7541,DR_363,Hyderabad,Pune,19.25,6,2025-04-07,15:43:00,Bike,rapido_auto.png,UPI,4.3,3.7,0.0,0.0,0.0,None,952.0,117.0,12.29,17.0,36.0
RAP20250708365,Completed,89.92,CUST_5044,DR_665,Hyderabad,Bengaluru,12.21,45,2025-07-29,13:04:00,Auto,rapido_auto.png,UPI,3.6,4.0,0.0,0.0,0.0,None,969.0,105.0,10.84,15.0,23.0
RAP20250708366,Completed,125.9,CUST_9615,DR_386,Pune,Delhi,15.58,24,2025-07-20,19:18:00,Bike,rapido_bike.png,UPI,3.9,4.9,0.0,0.0,0.0,None,906.0,109.0,12.03,5.0,26.0
RAP20250708367,Completed,234.33,CUST_6388,DR_857,Chennai,Pune,11.14,32,2025-03-07,11:56:00,Bike,rapido_bike.png,Cash,4.1,3.6,0.0,0.0,0.0,None,940.0,109.0,11.6,13.0,15.0
RAP20250708368,Completed,95.08,CUST_9043,DR_467,Bengaluru,Delhi,4.9,20,2025-07-07,13:05:00,Bike,rapido_auto.png,Wallet,4.5,4.0,0.0,0.0,0.0,None,969.0,111.0,11.46,9.0,39.0
RAP20250708369,Completed,204.84,CUST_8539,DR_384,Delhi,Hyderabad,7.09,6,2025-05-07,21:46:00,Auto,rapido_bike.png,Wallet,3.5,4.5,0.0,0.0,0.0,None,1003.0,114.0,11.37,29.0,35.0
RAP20250708370,Completed,64.72,CUST_8580,DR_866,Delhi,Chennai,13.57,29,2025-07-14,10:34:00,Bike,rapido_bike.png,Cash,3.9,3.7,0.0,0.0,0.0,None,957.0,113.0,11.81,17.0,12.0
RAP20250708371,Completed,69.23,CUST_1640,DR_275,Delhi,Chennai,18.48,35,2025-07-24,03:32:00,Auto,rapido_auto.png,UPI,4.8,3.4,0.0,0.0,0.0,None,922.0,108.0,11.71,19.0,32.0
RAP20250708372,Completed,130.35,CUST_2492,DR_266,Hyderabad,Chennai,14.21,24,2025-07-29,03:41:00,Bike,rapido_bike.png,UPI,4.9,3.8,0.0,0.0,0.0,None,969.0,105.0,10.84,16.0,12.0
RAP20250708373,Completed,81.5,CUST_5717,DR_479,Chennai,Chennai,14.58,6,2025-07-24,02:00:00,Bike,rapido_auto.png,UPI,3.7,3.3,0.0,0.0,0.0,None,922.0,108.0,11.71,5.0,12.0
RAP20250708374,Completed,228.67,CUST_8476,DR_696,Chennai,Delhi,11.32,56,2025-07-14,12:44:00,Auto,rapido_auto.png,Cash,4.5,4.2,0.0,0.0,0.0,None,957.0,113.0,11.81,15.0,14.0
RAP20250708375,Completed,41.17,CUST_6681,DR_440,Hyderabad,Hyderabad,6.53,42,2025-07-28,19:38:00,Auto,rapido_auto.png,Wallet,3.6,4.4,0.0,0.0,0.0,None,999.0,115.0,11.51,22.0,26.0
RAP20250708376,Completed,161.4,CUST_5873,DR_444,Pune,Delhi,9.79,41,2025-07-30,09:42:00,Bike,rapido_bike.png,UPI,4.2,4.4,0.0,0.0,0.0,None,950.0,103.0,10.84,29.0,21.0
RAP20250708377,Completed,162.93,CUST_7407,DR_203,Pune,Pune,5.67,47,2025-01-07,04:51:00,Bike,rapido_auto.png,UPI,3.3,4.8,0.0,0.0,0.0,None,979.0,112.0,11.44,13.0,13.0
RAP20250708378,Completed,44.53,CUST_3869,DR_300,Chennai,Bengaluru,17.36,42,2025-07-16,18:11:00,Bike,rapido_bike.png,Card,4.0,3.5,0.0,0.0,0.0,None,935.0,112.0,11.98,21.0,12.0
RAP20250708379,Completed,191.16,CUST_7800,DR_936,Hyderabad,Pune,16.95,44,2025-05-07,05:59:00,Auto,rapido_auto.png,UPI,3.6,4.2,0.0,0.0,0.0,None,1003.0,114.0,11.37,27.0,11.0
RAP20250708380,Completed,133.16,CUST_5081,DR_966,Delhi,Delhi,18.23,16,2025-07-15,07:04:00,Bike,rapido_auto.png,Wallet,4.4,3.2,0.0,0.0,0.0,None,958.0,109.0,11.38,22.0,13.0
RAP20250708381,Completed,189.08,CUST_3942,DR_944,Bengaluru,Pune,4.08,12,2025-07-20,23:39:00,Bike,rapido_bike.png,Cash,3.8,3.2,0.0,0.0,0.0,None,906.0,109.0,12.03,15.0,31.0
RAP20250708382,Completed,211.92,CUST_8079,DR_293,Chennai,Pune,10.13,28,2025-07-22,15:47:00,Bike,rapido_auto.png,UPI,3.3,4.6,0.0,0.0,0.0,None,963.0,115.0,11.94,23.0,5.0
RAP20250708383,Completed,101.04,CUST_8501,DR_824,Delhi,Pune,18.44,10,2025-07-07,16:37:00,Bike,rapido_auto.png,UPI,4.4,3.2,0.0,0.0,0.0,None,969.0,111.0,11.46,12.0,22.0
RAP20250708384,Cancelled,136.59,CUST_7302,DR_135,Chennai,Hyderabad,20.75,36,2025-05-07,22:58:00,Bike,rapido_bike.png,Cash,5.0,3.5,1.0,0.0,0.0,None,1003.0,114.0,11.37,22.0,5.0
RAP20250708385,Completed,87.37,CUST_4005,DR_860,Bengaluru,Hyderabad,24.75,49,2025-05-07,10:45:00,Bike,rapido_auto.png,UPI,4.3,3.2,0.0,0.0,0.0,None,1003.0,114.0,11.37,13.0,37.0
RAP20250708386,Completed,74.33,CUST_2565,DR_435,Pune,Bengaluru,23.7,37,2025-09-07,21:33:00,Bike,rapido_bike.png,UPI,3.5,4.1,0.0,0.0,0.0,None,986.0,119.0,12.07,26.0,38.0
RAP20250708387,Incomplete,30.13,CUST_7447,DR_727,Chennai,Chennai,4.47,23,2025-08-07,18:13:00,Bike,rapido_bike.png,UPI,3.3,3.3,0.0,0.0,1.0,Weather issue,929.0,118.0,12.7,12.0,15.0
RAP20250708388,Completed,242.0,CUST_1715,DR_168,Hyderabad,Delhi,19.97,17,2025-08-07,20:41:00,Bike,rapido_bike.png,Card,4.8,3.5,0.0,0.0,0.0,None,929.0,118.0,12.7,14.0,13.0
RAP20250708389,Completed,127.0,CUST_4927,DR_459,Pune,Delhi,17.06,41,2025-07-16,04:02:00,Auto,rapido_auto.png,UPI,3.7,4.7,0.0,0.0,0.0,None,935.0,112.0,11.98,20.0,16.0
RAP20250708390,Completed,32.88,CUST_3587,DR_401,Pune,Hyderabad,2.05,53,2025-05-07,02:58:00,Bike,rapido_bike.png,Wallet,4.8,4.0,0.0,0.0,0.0,None,1003.0,114.0,11.37,18.0,16.0
RAP20250708391,Completed,31.97,CUST_5485,DR_198,Delhi,Hyderabad,22.76,17,2025-07-17,01:43:00,Bike,rapido_bike.png,UPI,4.3,3.9,0.0,0.0,0.0,None,994.0,133.0,13.38,6.0,25.0
RAP20250708392,Completed,93.44,CUST_9810,DR_695,Hyderabad,Bengaluru,13.14,21,2025-07-26,17:38:00,Auto,rapido_bike.png,Wallet,4.0,3.9,0.0,0.0,0.0,None,1009.0,133.0,13.18,27.0,29.0
RAP20250708393,Incomplete,33.07,CUST_5782,DR_523,Chennai,Delhi,19.65,59,2025-08-07,16:44:00,Bike,rapido_bike.png,Cash,3.7,3.7,0.0,0.0,1.0,Customer cancelled early,929.0,118.0,12.7,14.0,24.0
RAP20250708394,Completed,112.39,CUST_2093,DR_313,Chennai,Delhi,14.45,31,2025-07-18,02:58:00,Bike,rapido_auto.png,UPI,3.9,3.1,0.0,0.0,0.0,None,977.0,117.0,11.98,15.0,17.0
RAP20250708395,Completed,43.85,CUST_4559,DR_775,Hyderabad,Bengaluru,9.21,22,2025-07-29,00:30:00,Auto,rapido_bike.png,Cash,3.4,4.6,0.0,0.0,0.0,None,969.0,105.0,10.84,12.0,32.0
RAP20250708396,Completed,38.64,CUST_9085,DR_805,Pune,Bengaluru,12.96,25,2025-07-14,05:14:00,Bike,rapido_bike.png,Cash,4.3,4.0,0.0,0.0,0.0,None,957.0,113.0,11.81,27.0,39.0
RAP20250708397,Completed,177.26,CUST_7738,DR_462,Chennai,Pune,21.02,18,2025-07-28,04:46:00,Bike,rapido_bike.png,UPI,4.1,4.1,0.0,0.0,0.0,None,999.0,115.0,11.51,14.0,31.0
RAP20250708398,Completed,229.51,CUST_2986,DR_212,Chennai,Bengaluru,6.4,40,2025-12-07,04:41:00,Bike,rapido_auto.png,Wallet,4.4,4.8,0.0,0.0,0.0,None,1006.0,117.0,11.63,26.0,25.0
RAP20250708399,Cancelled,120.07,CUST_7041,DR_865,Chennai,Pune,14.47,12,2025-07-19,21:58:00,Bike,rapido_auto.png,UPI,3.9,4.2,1.0,0.0,0.0,None,980.0,121.0,12.35,25.0,18.0
RAP20250708400,Incomplete,214.09,CUST_2253,DR_820,Bengaluru,Delhi,16.21,31,2025-07-19,15:19:00,Auto,rapido_auto.png,Card,4.8,4.8,0.0,0.0,1.0,Customer not found,980.0,121.0,12.35,29.0,29.0
RAP20250708401,Completed,36.44,CUST_2723,DR_201,Hyderabad,Pune,15.27,53,2025-07-19,23:28:00,Auto,rapido_auto.png,UPI,4.8,4.0,0.0,0.0,0.0,None,980.0,121.0,12.35,20.0,32.0
RAP20250708402,Cancelled,201.09,CUST_9264,DR_126,Bengaluru,Chennai,10.77,13,2025-12-07,16:15:00,Bike,rapido_auto.png,Wallet,3.8,4.4,1.0,0.0,0.0,None,1006.0,117.0,11.63,5.0,28.0
RAP20250708403,Completed,43.82,CUST_6341,DR_710,Bengaluru,Hyderabad,5.37,40,2025-05-07,01:05:00,Bike,rapido_bike.png,UPI,4.8,3.7,0.0,0.0,0.0,None,1003.0,114.0,11.37,17.0,36.0
RAP20250708404,Completed,214.46,CUST_7719,DR_520,Delhi,Pune,7.65,22,2025-07-31,19:56:00,Bike,rapido_auto.png,UPI,3.4,5.0,0.0,0.0,0.0,None,966.0,106.0,10.97,23.0,34.0
RAP20250708405,Completed,224.12,CUST_8388,DR_609,Chennai,Chennai,12.25,43,2025-07-28,09:17:00,Bike,rapido_auto.png,UPI,4.0,3.6,0.0,0.0,0.0,None,999.0,115.0,11.51,7.0,12.0
RAP20250708406,Completed,202.91,CUST_3700,DR_416,Bengaluru,Bengaluru,6.35,57,2025-07-30,03:00:00,Auto,rapido_auto.png,Wallet,3.9,4.2,0.0,0.0,0.0,None,950.0,103.0,10.84,6.0,35.0
RAP20250708407,Completed,210.56,CUST_5141,DR_450,Hyderabad,Bengaluru,18.64,54,2025-07-29,16:34:00,Bike,rapido_auto.png,Cash,3.3,4.3,0.0,0.0,0.0,None,969.0,105.0,10.84,15.0,32.0
RAP20250708408,Completed,153.53,CUST_4397,DR_209,Delhi,Bengaluru,8.04,16,2025-07-14,06:19:00,Auto,rapido_auto.png,Wallet,3.6,4.6,0.0,0.0,0.0,None,957.0,113.0,11.81,16.0,27.0
RAP20250708409,Completed,88.27,CUST_9291,DR_788,Delhi,Bengaluru,6.14,20,2025-08-07,08:16:00,Auto,rapido_bike.png,UPI,3.3,3.1,0.0,0.0,0.0,None,929.0,118.0,12.7,11.0,37.0
RAP20250708410,Completed,171.51,CUST_1731,DR_335,Pune,Chennai,9.86,33,2025-07-17,04:21:00,Bike,rapido_auto.png,UPI,3.0,4.0,0.0,0.0,0.0,None,994.0,133.0,13.38,21.0,20.0
RAP20250708411,Completed,126.7,CUST_8572,DR_981,Pune,Hyderabad,6.81,10,2025-12-07,07:31:00,Auto,rapido_bike.png,UPI,4.2,3.2,0.0,0.0,0.0,None,1006.0,117.0,11.63,19.0,10.0
RAP20250708412,Incomplete,31.17,CUST_1437,DR_926,Delhi,Pune,18.07,28,2025-07-28,09:08:00,Auto,rapido_bike.png,Wallet,3.5,4.7,0.0,0.0,1.0,Weather issue,999.0,115.0,11.51,22.0,6.0
RAP20250708413,Completed,134.9,CUST_2199,DR_539,Hyderabad,Hyderabad,20.27,26,2025-07-24,08:38:00,Bike,rapido_auto.png,UPI,4.0,4.4,0.0,0.0,0.0,None,922.0,108.0,11.71,22.0,16.0
RAP20250708414,Completed,173.26,CUST_8567,DR_334,Bengaluru,Pune,11.36,59,2025-11-07,09:05:00,Bike,rapido_auto.png,Card,3.6,3.9,0.0,0.0,0.0,None,994.0,124.0,12.47,15.0,37.0
RAP20250708415,Completed,33.05,CUST_7244,DR_511,Pune,Hyderabad,17.07,29,2025-07-31,15:32:00,Bike,rapido_auto.png,UPI,3.1,4.4,0.0,0.0,0.0,None,966.0,106.0,10.97,20.0,9.0
RAP20250708416,Completed,166.7,CUST_6630,DR_874,Bengaluru,Chennai,6.14,49,2025-06-07,10:35:00,Bike,rapido_auto.png,UPI,4.9,4.0,0.0,0.0,0.0,None,987.0,120.0,12.16,10.0,23.0
RAP20250708417,Completed,173.56,CUST_7542,DR_464,Hyderabad,Chennai,9.39,39,2025-07-28,08:30:00,Bike,rapido_auto.png,UPI,4.9,4.0,0.0,0.0,0.0,None,999.0,115.0,11.51,16.0,15.0
RAP20250708418,Completed,64.78,CUST_4185,DR_851,Bengaluru,Bengaluru,5.11,29,2025-07-15,23:31:00,Auto,rapido_bike.png,Wallet,3.9,3.3,0.0,0.0,0.0,None,958.0,109.0,11.38,6.0,18.0
RAP20250708419,Completed,124.84,CUST_7499,DR_719,Delhi,Delhi,6.46,46,2025-07-26,01:09:00,Bike,rapido_bike.png,Wallet,4.1,3.9,0.0,0.0,0.0,None,1009.0,133.0,13.18,22.0,22.0
RAP20250708420,Completed,242.15,CUST_1618,DR_110,Pune,Chennai,12.62,24,2025-07-27,06:37:00,Bike,rapido_auto.png,Wallet,3.1,3.0,0.0,0.0,0.0,None,961.0,112.0,11.65,16.0,7.0
RAP20250708421,Completed,224.52,CUST_1175,DR_973,Hyderabad,Chennai,16.71,52,2025-01-07,04:32:00,Auto,rapido_bike.png,Cash,4.4,3.4,0.0,0.0,0.0,None,979.0,112.0,11.44,29.0,29.0
RAP20250708422,Completed,120.38,CUST_5105,DR_443,Delhi,Bengaluru,4.87,43,2025-08-07,21:40:00,Bike,rapido_bike.png,Cash,3.2,3.2,0.0,0.0,0.0,None,929.0,118.0,12.7,29.0,15.0
RAP20250708423,Completed,106.97,CUST_2878,DR_851,Hyderabad,Delhi,13.93,7,2025-06-07,06:05:00,Bike,rapido_auto.png,UPI,3.7,3.5,0.0,0.0,0.0,None,987.0,120.0,12.16,23.0,14.0
RAP20250708424,Completed,57.3,CUST_3236,DR_131,Pune,Chennai,12.34,9,2025-07-16,01:38:00,Auto,rapido_bike.png,Wallet,3.5,4.3,0.0,0.0,0.0,None,935.0,112.0,11.98,27.0,11.0
RAP20250708425,Completed,37.74,CUST_6359,DR_357,Bengaluru,Chennai,1.78,20,2025-07-15,02:23:00,Bike,rapido_auto.png,Wallet,3.0,3.7,0.0,0.0,0.0,None,958.0,109.0,11.38,24.0,21.0
RAP20250708426,Completed,95.44,CUST_8606,DR_166,Hyderabad,Hyderabad,22.05,57,2025-07-17,14:58:00,Bike,rapido_auto.png,Cash,4.0,3.6,0.0,0.0,0.0,None,994.0,133.0,13.38,11.0,33.0
RAP20250708427,Completed,236.86,CUST_8942,DR_603,Pune,Pune,15.1,44,2025-01-07,02:38:00,Bike,rapido_auto.png,Wallet,4.5,3.1,0.0,0.0,0.0,None,979.0,112.0,11.44,18.0,24.0
RAP20250708428,Incomplete,240.89,CUST_8558,DR_343,Delhi,Pune,7.61,25,2025-07-20,02:00:00,Bike,rapido_auto.png,UPI,3.2,3.2,0.0,0.0,1.0,Customer not found,906.0,109.0,12.03,8.0,25.0
RAP20250708429,Completed,208.75,CUST_2117,DR_608,Pune,Hyderabad,15.53,36,2025-10-07,09:41:00,Auto,rapido_auto.png,UPI,4.9,4.1,0.0,0.0,0.0,None,953.0,113.0,11.86,26.0,29.0
RAP20250708430,Completed,107.18,CUST_2352,DR_245,Bengaluru,Pune,23.33,19,2025-07-19,07:47:00,Bike,rapido_auto.png,UPI,3.9,4.0,0.0,0.0,0.0,None,980.0,121.0,12.35,26.0,30.0
RAP20250708431,Completed,61.6,CUST_9985,DR_244,Pune,Bengaluru,1.96,43,2025-03-07,18:28:00,Bike,rapido_auto.png,Wallet,4.1,4.9,0.0,0.0,0.0,None,940.0,109.0,11.6,11.0,8.0
RAP20250708432,Completed,161.02,CUST_4969,DR_342,Delhi,Delhi,23.87,24,2025-07-16,18:45:00,Bike,rapido_bike.png,UPI,3.8,3.5,0.0,0.0,0.0,None,935.0,112.0,11.98,17.0,22.0
RAP20250708433,Completed,172.23,CUST_8171,DR_367,Delhi,Chennai,16.92,42,2025-11-07,05:59:00,Bike,rapido_bike.png,UPI,4.5,3.3,0.0,0.0,0.0,None,994.0,124.0,12.47,19.0,7.0
RAP20250708434,Cancelled,123.41,CUST_3297,DR_237,Hyderabad,Pune,14.16,50,2025-07-07,07:19:00,Bike,rapido_auto.png,UPI,5.0,4.6,1.0,0.0,0.0,None,969.0,111.0,11.46,14.0,5.0
RAP20250708435,Incomplete,182.16,CUST_8713,DR_529,Delhi,Chennai,10.83,46,2025-10-07,02:01:00,Bike,rapido_auto.png,Wallet,4.2,4.3,0.0,0.0,1.0,Customer not found,953.0,113.0,11.86,25.0,12.0
RAP20250708436,Completed,194.27,CUST_5573,DR_986,Chennai,Hyderabad,4.6,47,2025-07-19,21:47:00,Bike,rapido_bike.png,UPI,4.6,4.1,0.0,0.0,0.0,None,980.0,121.0,12.35,7.0,25.0
RAP20250708437,Completed,202.27,CUST_3643,DR_818,Delhi,Hyderabad,1.93,24,2025-12-07,04:54:00,Bike,rapido_bike.png,Cash,4.8,3.3,0.0,0.0,0.0,None,1006.0,117.0,11.63,14.0,28.0
RAP20250708438,Completed,140.51,CUST_3794,DR_598,Bengaluru,Pune,11.71,41,2025-01-07,09:09:00,Bike,rapido_auto.png,Wallet,4.0,3.7,0.0,0.0,0.0,None,979.0,112.0,11.44,7.0,6.0
RAP20250708439,Completed,204.16,CUST_1295,DR_963,Delhi,Hyderabad,14.46,59,2025-02-07,11:02:00,Bike,rapido_auto.png,Wallet,3.9,4.7,0.0,0.0,0.0,None,998.0,122.0,12.22,14.0,16.0
RAP20250708440,Completed,35.6,CUST_2646,DR_614,Hyderabad,Pune,24.76,42,2025-07-07,10:38:00,Bike,rapido_auto.png,Wallet,4.9,4.5,0.0,0.0,0.0,None,969.0,111.0,11.46,17.0,24.0
RAP20250708441,Completed,179.69,CUST_3903,DR_905,Delhi,Bengaluru,13.85,50,2025-07-15,21:24:00,Auto,rapido_auto.png,Wallet,3.3,3.2,0.0,0.0,0.0,None,958.0,109.0,11.38,16.0,10.0
RAP20250708442,Completed,81.84,CUST_5819,DR_929,Pune,Pune,18.07,47,2025-07-14,06:06:00,Bike,rapido_bike.png,Cash,3.3,4.8,0.0,0.0,0.0,None,957.0,113.0,11.81,24.0,6.0
RAP20250708443,Completed,89.51,CUST_3034,DR_577,Pune,Hyderabad,16.35,31,2025-07-16,01:58:00,Auto,rapido_auto.png,Wallet,3.8,4.2,0.0,0.0,0.0,None,935.0,112.0,11.98,20.0,27.0
RAP20250708444,Completed,50.09,CUST_9759,DR_989,Pune,Bengaluru,22.16,52,2025-05-07,12:48:00,Auto,rapido_auto.png,UPI,3.1,4.0,0.0,0.0,0.0,None,1003.0,114.0,11.37,17.0,5.0
RAP20250708445,Completed,72.33,CUST_7403,DR_140,Chennai,Bengaluru,12.95,20,2025-07-30,05:27:00,Bike,rapido_bike.png,UPI,4.2,4.4,0.0,0.0,0.0,None,950.0,103.0,10.84,26.0,12.0
RAP20250708446,Completed,248.24,CUST_3759,DR_826,Hyderabad,Pune,5.65,52,2025-10-07,17:18:00,Auto,rapido_auto.png,UPI,4.4,3.3,0.0,0.0,0.0,None,953.0,113.0,11.86,17.0,36.0
RAP20250708447,Completed,121.39,CUST_2271,DR_303,Pune,Chennai,7.06,8,2025-07-26,09:57:00,Auto,rapido_auto.png,Cash,3.1,3.3,0.0,0.0,0.0,None,1009.0,133.0,13.18,27.0,23.0
RAP20250708448,Cancelled,234.11,CUST_1183,DR_945,Pune,Chennai,9.93,35,2025-07-26,02:35:00,Auto,rapido_bike.png,Wallet,4.8,3.7,0.0,1.0,0.0,None,1009.0,133.0,13.18,16.0,21.0
RAP20250708449,Completed,65.84,CUST_5476,DR_794,Pune,Hyderabad,5.96,19,2025-08-07,14:50:00,Bike,rapido_bike.png,UPI,4.2,4.9,0.0,0.0,0.0,None,929.0,118.0,12.7,9.0,13.0
RAP20250708450,Completed,74.89,CUST_3514,DR_276,Hyderabad,Pune,20.11,49,2025-07-22,14:50:00,Bike,rapido_auto.png,UPI,3.9,3.9,0.0,0.0,0.0,None,963.0,115.0,11.94,29.0,20.0
RAP20250708451,Completed,152.72,CUST_8219,DR_321,Pune,Chennai,10.19,31,2025-07-14,13:53:00,Bike,rapido_bike.png,Cash,4.7,4.9,0.0,0.0,0.0,None,957.0,113.0,11.81,9.0,8.0
RAP20250708452,Completed,106.9,CUST_6866,DR_748,Chennai,Pune,10.45,31,2025-07-29,21:58:00,Bike,rapido_auto.png,Cash,4.7,4.5,0.0,0.0,0.0,None,969.0,105.0,10.84,9.0,30.0
RAP20250708453,Completed,171.66,CUST_3915,DR_945,Pune,Chennai,13.26,58,2025-07-07,17:39:00,Auto,rapido_bike.png,Cash,3.8,4.4,0.0,0.0,0.0,None,969.0,111.0,11.46,23.0,7.0
RAP20250708454,Completed,122.85,CUST_4549,DR_658,Bengaluru,Bengaluru,8.25,57,2025-07-24,13:05:00,Auto,rapido_bike.png,UPI,3.6,3.3,0.0,0.0,0.0,None,922.0,108.0,11.71,18.0,16.0
RAP20250708455,Incomplete,208.55,CUST_1564,DR_214,Chennai,Pune,4.44,32,2025-07-31,22:30:00,Bike,rapido_bike.png,Card,3.6,3.3,0.0,0.0,1.0,Weather issue,966.0,106.0,10.97,10.0,36.0
RAP20250708456,Completed,124.94,CUST_9721,DR_243,Bengaluru,Chennai,18.77,30,2025-07-31,13:40:00,Auto,rapido_bike.png,UPI,4.4,5.0,0.0,0.0,0.0,None,966.0,106.0,10.97,12.0,19.0
RAP20250708457,Completed,155.92,CUST_4541,DR_628,Pune,Delhi,15.39,21,2025-07-28,17:28:00,Bike,rapido_auto.png,UPI,3.3,4.9,0.0,0.0,0.0,None,999.0,115.0,11.51,17.0,35.0
